1.3196 8.85848 1
7.7896 23.2862 2
3.0596 17.8276 1
5.6196 32.8269 1
10.4696 32.8269 2
3.1396 18.1208 1
5.3896 18.1208 2
13.2596 42.2863 2
5.4696 32.6277 1
10.2796 32.6277 2
6.6496 20.4538 2
3.3996 20.4538 1
1.3596 9.31754 1
8.2996 25.9048 2
5.2496 16.2239 2
2.7196 16.2239 1
4.6596 28.7482 1
3.2896 20.3828 1
1.5298 11.0789 1
6.0096 19.6711 2
3.0296 19.6711 1
10.4298 34.3582 2
4.5296 16.0516 2
2.3696 16.0516 1
4.4696 28.7216 1
4.1198 13.7979 2
10.4696 33.019 2
6.8896 22.4695 2
3.3996 22.4695 1
8.1896 25.4729 2
4.3196 25.4729 1
3.1096 21.0166 1
2.3197 15.9494 1
4.5297 15.9494 2
1.6296 11.2244 1
2.8396 18.5037 1
3.0596 20.414 1
3.7198 23.7159 1
7.3798 23.7159 2
6.1596 38.32 1
4.6596 28.421 1
4.0196 11.4332 2
1.9396 11.4332 1
5.5396 34.2161 1
10.5496 34.2161 2
6.6696 42.1855 1
14.9596 49.3186 2
3.0596 18.0755 1
5.5596 34.4895 1
10.5096 34.4895 2
3.7796 22.7432 1
4.7396 26.3875 1
7.1296 44.2329 1
13.6096 44.2329 2
6.3496 38.2496 1
12.1596 38.2496 2
3.6297 20.7322 1
2.3396 13.1818 1
10.6096 33.3438 2
5.2796 16.2606 2
3.6296 11.379 2
8.5396 26.826 2
4.4496 26.826 1
2.4796 15.0368 1
7.4696 22.0624 2
2.1896 12.9592 1
8.8296 27.5801 2
3.3696 19.5689 1
6.4796 19.5689 2
2.3196 7.42658 2
1.1896 7.42658 1
2.5198 12.9312 1
4.7096 27.1086 1
8.8696 27.1086 2
7.0197 21.2859 2
0.8396 5.99738 1
5.2896 15.0592 2
7.8496 23.8195 2
3.4696 20.5461 1
6.6896 20.5461 2
1.6698 10.1519 1
3.3396 20.5386 1
6.6196 20.5386 2
1.7896 9.3165 1
6.9898 22.1943 2
3.7098 22.1943 1
11.0796 36.5214 2
8.4896 25.2562 2
9.5396 30.7426 2
1.0996 7.30935 1
2.2496 11.693 1
8.7796 26.4724 2
1.6696 10.8789 1
6.5327 21.3235 2
4.2027 24.2707 1
7.7527 24.2707 2
2.6227 15.8899 1
11.9327 39.2607 2
9.6327 31.7721 2
2.4027 14.8555 1
5.4727 18.8202 2
3.0927 18.8202 1
7.0627 24.1447 2
4.0327 24.1447 1
2.0427 13.1298 1
3.7127 13.1298 2
9.5427 31.8553 2
11.9027 39.4364 2
7.5227 25.4741 2
6.3927 21.8996 2
2.4527 15.0301 1
4.7327 15.0301 2
5.6527 18.8186 2
11.3227 37.1619 2
4.6027 16.4723 2
2.6327 16.4723 1
7.4127 24.3881 2
9.1628 30.5604 2
1.9427 14.1112 1
3.0129 19.7468 1
4.7527 29.7232 1
3.2527 19.4805 1
5.8227 19.4805 2
3.7827 23.2866 1
3.6527 14.1877 2
2.0827 14.1877 1
9.2427 29.8082 2
10.4827 35.2777 2
2.4927 15.8537 1
4.5227 15.8537 2
6.2027 21.4796 2
9.0327 29.5249 2
7.5927 24.0796 2
4.7127 16.0019 2
1.9928 13.1127 1
1.1930 8.30134 1
2.2930 8.30134 2
5.9030 18.4998 2
9.5930 30.5156 2
2.1330 13.0273 1
4.0930 13.0273 2
3.9130 23.5054 1
2.1632 7.49142 2
4.3430 13.2642 2
7.1030 22.029 2
8.3330 26.5138 2
6.7730 22.1796 2
3.6130 22.1796 1
5.7631 18.7065 2
4.8030 15.1964 2
3.7230 23.8327 1
3.2430 11.3516 2
2.7104 9.99452 2
1.4604 10.0095 1
2.7104 10.0095 2
5.3004 16.9224 2
2.8004 16.9224 1
8.6504 26.6393 2
1.5906 10.5897 1
3.0606 10.5897 2
4.6804 14.5295 2
2.4506 8.81022 2
1.2806 8.81022 1
8.8204 26.9949 2
6.4004 19.423 2
4.6605 14.7678 2
3.4104 10.755 2
2.9504 18.6702 1
3.2604 21.0849 1
4.2604 12.6371 2
8.0958 26.1183 2
6.3258 20.6788 2
3.4758 20.6788 1
11.1358 37.4223 2
9.4358 31.6054 2
4.4358 15.2462 2
2.4458 15.2462 1
10.4058 34.7585 2
8.1358 26.9941 2
12.9558 43.8244 2
8.8958 30.2185 2
11.3758 37.9144 2
2.8558 17.3116 1
5.0858 17.3116 2
8.2158 28.0894 2
10.1660 34.1347 2
3.4558 19.856 1
2.7158 15.9061 1
